nowtime,vendor,product_id,product_name,brand,current_price,old_price,units
2024-08-04 11:28:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-05 12:10:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-06 11:18:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-07 09:35:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-08 14:01:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-09 13:40:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-10 11:59:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-11 12:49:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-12 11:08:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-13 09:33:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-14 10:58:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-15 09:45:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-16 09:44:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-17 10:17:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-18 11:56:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-19 09:45:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-20 10:52:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-21 09:25:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-22 11:00:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-23 11:19:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-24 11:36:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-25 11:29:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-26 11:01:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-28 10:17:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-29 09:12:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-30 10:26:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-08-31 12:45:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-01 11:57:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-02 11:31:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-03 14:23:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-04 10:52:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-05 11:11:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-06 13:42:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-07 10:04:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-08 10:40:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-09 13:51:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-10 09:19:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-13 10:33:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-14 11:10:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-15 14:27:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-16 12:34:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-17 11:26:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-18 10:55:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,7.99,8.99,72ea
2024-09-19 11:12:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-20 10:43:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-21 10:26:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-23 09:07:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-24 10:38:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-25 10:23:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-26 10:59:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-27 11:05:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-28 11:43:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-29 11:01:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-09-30 11:02:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-01 11:29:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-02 09:28:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-03 09:41:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-04 10:13:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-05 11:52:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-06 12:46:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-07 10:16:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-08 11:27:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-09 09:47:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-10 09:55:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-11 10:35:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-12 11:09:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-13 10:42:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-14 11:43:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-15 11:10:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-16 10:29:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-17 10:45:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-18 12:44:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-19 10:43:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-20 17:19:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-21 09:34:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-22 09:56:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-23 11:27:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-24 09:59:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-25 11:04:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-26 11:44:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-27 12:05:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-28 10:08:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,9.99,,72ea
2024-10-29 13:17:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-10-30 12:10:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-10-31 10:09:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-01 12:05:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-02 11:03:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-03 16:44:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-04 11:36:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-05 12:17:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-06 11:04:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-07 09:51:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-08 11:22:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-09 12:09:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-10 11:18:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-11 11:48:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-12 10:49:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-13 11:04:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-11-14 10:01:00,Loblaws,1695173,Green Tea Lemon Ginseng,Lipton,10.99,,72ea
2024-06-11 19:50:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-12 10:35:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-13 11:29:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-15 13:00:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-16 10:37:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-17 11:10:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-18 08:14:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-06-20 12:23:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-06-23 10:49:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-06-24 10:09:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-06-26 10:31:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-06-26 10:32:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-06-29 11:19:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,8.99,10.49,72un
2024-06-29 11:21:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,8.99,10.49,72un
2024-07-03 18:07:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,8.99,10.49,72un
2024-07-04 09:31:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-05 09:58:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-09 09:40:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-13 10:14:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-14 11:58:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-15 13:40:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-16 10:44:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-17 11:26:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-19 10:56:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-20 12:50:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-21 11:32:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-22 11:02:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-23 11:31:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-24 11:11:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-24 11:13:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,6.99,10.49,72un
2024-07-25 10:42:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-26 08:55:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-28 11:10:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-29 09:51:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-08-02 11:47:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-03 11:03:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-05 12:08:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-09 13:25:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-10 11:40:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-11 12:33:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-12 10:33:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-14 10:38:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-17 10:02:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-18 11:35:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-21 08:51:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-08-22 10:42:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-08-23 11:00:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-08-24 11:15:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-08-26 10:45:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-08-28 09:49:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-08-30 10:12:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-02 11:10:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-03 14:01:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-04 10:36:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-05 11:05:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-06 13:26:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-08 10:26:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-09 13:42:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-11 10:16:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-14 11:02:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-16 12:03:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-16 12:04:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-18 10:52:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-19 11:09:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-22 10:20:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-23 08:51:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-09-26 10:52:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-27 10:57:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-28 11:18:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-09-30 10:55:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-10-01 11:21:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-10-02 09:18:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,10.49,72un
2024-10-03 09:33:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-05 11:40:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-06 12:43:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-07 10:09:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-17 10:11:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-19 10:00:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-23 11:09:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-10-25 10:46:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-25 10:47:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-25 10:48:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-26 11:37:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-26 11:38:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-27 11:53:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-27 11:54:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-28 09:50:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-30 11:55:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,9.99,,72un
2024-10-31 09:45:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-01 11:55:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-02 10:46:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-02 10:49:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-03 16:30:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-04 11:27:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-05 12:01:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-07 08:52:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-08 10:31:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-09 11:54:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-10 11:01:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-11 11:32:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-11 11:34:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-12 10:31:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-13 10:28:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-11-14 09:45:00,Metro,2326470,Lemon Ginseng Green Tea,Lipton,10.49,,72un
2024-07-25 21:02:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-26 08:32:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-27 11:04:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-28 10:11:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-29 08:45:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-29 08:48:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-30 08:30:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
2024-07-31 08:20:00,Walmart,4038067,"Lipton Green Tea Lemon Ginseng, Lipton Green Tea Lemon Ginseng 72 count",Lipton,6.97,,Lipton Green Tea Lemon Ginseng 72 count
